CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Subscription Months Durations,Canceled,Revenue
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"1,140"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"2,138"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"2,522"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"1,602"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"2,624"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"1,700"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,933"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"2,431"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"1,167"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"2,522"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"1,285"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"2,126"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"2,862"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"2,879"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"1,974"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"1,722"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"1,922"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,592"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"1,148"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"2,680"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"2,734"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"2,914"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"1,124"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"2,145"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"1,642"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"2,094"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,887"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"2,602"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"2,633"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"2,191"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"1,131"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"2,380"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"1,283"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"1,327"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"2,301"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"2,259"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"1,976"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"2,121"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"1,509"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"2,296"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"2,798"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"2,049"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"1,089"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"1,557"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"2,279"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"1,028"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,910"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"2,168"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"1,743"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"1,912"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"2,508"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"2,472"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"1,488"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"2,096"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"1,557"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"1,923"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"1,431"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,057"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"2,450"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"2,362"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"2,557"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"2,092"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"1,884"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"2,829"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"2,428"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"1,326"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"2,198"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"2,926"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"2,765"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"2,606"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"1,236"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"1,959"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"1,911"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"1,021"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"2,732"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"2,505"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"1,071"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,231"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"1,808"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"2,156"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"2,813"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"1,969"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"1,108"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"2,534"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"1,134"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"2,690"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,098"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"1,818"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"1,913"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"1,862"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"2,466"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"2,264"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"2,012"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"1,697"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"1,316"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"1,127"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,727"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"2,091"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"2,691"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"1,243"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"1,796"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"2,008"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"2,781"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"2,850"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"2,821"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,170"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"2,638"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"2,791"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"1,884"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"2,715"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"2,579"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"1,130"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"2,160"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"2,722"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"1,417"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"1,798"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,958"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"2,875"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"1,600"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"1,918"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"1,581"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"2,762"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"1,575"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"1,629"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"2,489"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"1,140"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"1,104"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"2,044"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"2,811"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"1,097"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"1,979"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"2,535"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"2,244"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"1,903"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"2,816"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,876"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"2,724"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"2,701"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"2,965"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"2,532"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"2,440"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"2,292"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"2,255"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"1,392"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,078"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"1,664"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"2,874"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"1,666"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"1,688"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"1,489"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"2,421"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"2,565"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"2,837"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"1,089"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"2,868"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"2,674"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"1,706"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"2,117"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"1,585"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"1,697"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"1,048"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"1,156"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"1,632"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"1,421"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"2,542"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"2,958"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"2,229"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"1,700"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"1,483"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"1,499"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"2,284"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"2,647"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"1,386"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"1,752"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"2,654"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,678"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"1,075"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"2,724"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"2,129"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"2,844"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"2,120"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"1,374"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"2,494"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"2,247"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,502"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"1,815"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"2,512"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"1,178"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"2,451"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"1,364"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"1,786"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"2,563"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"2,473"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"2,455"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"1,881"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,529"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"2,810"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"1,997"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"2,757"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"1,762"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"2,693"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"1,773"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"2,052"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"2,288"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,305"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"2,124"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"2,061"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"1,226"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"1,001"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"1,282"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"2,297"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"2,481"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"2,754"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"1,101"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"1,717"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,192"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"1,138"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"2,326"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"1,804"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"1,311"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"2,152"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"2,443"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"1,987"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"1,993"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,678"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"2,045"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"1,022"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"2,807"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"1,736"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"2,590"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"2,223"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"1,484"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"2,218"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"1,981"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"1,918"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"2,315"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"2,922"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"1,234"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"1,568"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"2,290"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"2,209"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"1,110"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"2,392"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"1,358"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,568"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"2,265"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"1,190"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"2,053"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"2,751"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"1,496"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"1,231"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"1,154"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"1,824"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"2,906"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"1,035"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,115"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"1,405"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"2,843"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"1,114"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"2,441"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"2,171"
210,Eva,South,Premium,31-10-22,31-10-23,12,TRUE,"1,126"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"2,623"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"1,914"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,355"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"1,653"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"2,386"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"1,069"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"2,362"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"2,303"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"2,028"
220,Nina,West,Standard,31-08-23,31-08-24,12,TRUE,"1,128"
201,John,North,Basic,31-01-22,31-01-23,12,FALSE,"2,088"
202,Jane,South,Premium,28-02-22,28-02-23,12,TRUE,"1,897"
203,Alex,East,Basic,31-03-22,31-03-23,12,FALSE,"2,812"
204,Maria,West,Standard,30-04-22,30-04-23,12,TRUE,"1,913"
205,James,North,Basic,31-05-22,31-05-23,12,FALSE,"1,008"
206,Ella,South,Premium,30-06-22,30-06-23,12,TRUE,"1,440"
207,Mike,East,Basic,31-07-22,31-07-23,12,FALSE,"2,616"
208,Sara,West,Standard,31-08-22,31-08-23,12,FALSE,"1,187"
209,Tom,North,Basic,30-09-22,30-09-23,12,TRUE,"1,677"
211,Liam,East,Basic,30-11-22,30-11-23,12,FALSE,"1,362"
212,Anna,West,Standard,31-12-22,31-12-23,12,FALSE,"2,964"
213,Chris,North,Basic,31-01-23,31-01-24,12,TRUE,"1,091"
214,Zoe,South,Premium,28-02-23,29-02-24,12,FALSE,"1,450"
215,Paul,East,Basic,31-03-23,31-03-24,12,FALSE,"2,100"
216,Grace,West,Standard,30-04-23,30-04-24,12,TRUE,"2,369"
217,Rob,North,Basic,31-05-23,31-05-24,12,TRUE,"1,327"
218,Sophia,South,Premium,30-06-23,30-06-24,12,FALSE,"2,371"
219,Dan,East,Basic,31-07-23,31-07-24,12,FALSE,"1,019"
